dataset,feature_set,method,k_per_class,seed,macro_f1,n_train,n_test
eurosat,physics8,SRQFM-fid,20,18,0.558521568457846,200,1300
eurosat,physics8,RBF-SVM,20,18,0.5821834319433199,200,1300
eurosat,physics8,RandomForest,20,18,0.5094647812790208,200,1300
eurosat,physics8,SG-BSCM,20,19,0.6093252689406219,200,1300
eurosat,physics8,BSCM-uniform,20,19,0.02955044141937333,200,1300
eurosat,physics8,SRQFM-fid,20,19,0.6074844506877243,200,1300
eurosat,physics8,RBF-SVM,20,19,0.623991163021903,200,1300
eurosat,physics8,RandomForest,20,19,0.5050787055029661,200,1300
eurosat,physics8,SG-BSCM,50,0,0.6508769359497059,500,1000
eurosat,physics8,BSCM-uniform,50,0,0.04036132521676207,500,1000
eurosat,physics8,SRQFM-fid,50,0,0.653476759328089,500,1000
eurosat,physics8,RBF-SVM,50,0,0.6361944200581673,500,1000
eurosat,physics8,RandomForest,50,0,0.5842962104544648,500,1000
eurosat,physics8,SG-BSCM,50,1,0.6528841567756649,500,1000
eurosat,physics8,BSCM-uniform,50,1,0.02550076591675777,500,1000
eurosat,physics8,SRQFM-fid,50,1,0.6457505647352428,500,1000
eurosat,physics8,RBF-SVM,50,1,0.66121148015451,500,1000
eurosat,physics8,RandomForest,50,1,0.5562845185683347,500,1000
eurosat,physics8,SG-BSCM,50,2,0.6482117493292059,500,1000
eurosat,physics8,BSCM-uniform,50,2,0.03934745868073775,500,1000
eurosat,physics8,SRQFM-fid,50,2,0.6260976061548567,500,1000
eurosat,physics8,RBF-SVM,50,2,0.6454211694562962,500,1000
eurosat,physics8,RandomForest,50,2,0.5371423535707678,500,1000
eurosat,physics8,SG-BSCM,50,3,0.6522217217734276,500,1000
eurosat,physics8,BSCM-uniform,50,3,0.03530658724356498,500,1000
eurosat,physics8,SRQFM-fid,50,3,0.6433277394654974,500,1000
eurosat,physics8,RBF-SVM,50,3,0.6701426739319433,500,1000
eurosat,physics8,RandomForest,50,3,0.5509343319476013,500,1000
eurosat,physics8,SG-BSCM,50,4,0.6773119550605468,500,1000
eurosat,physics8,BSCM-uniform,50,4,0.029439108612731486,500,1000
eurosat,physics8,SRQFM-fid,50,4,0.6716397550975067,500,1000
eurosat,physics8,RBF-SVM,50,4,0.6756663363814412,500,1000
eurosat,physics8,RandomForest,50,4,0.5638200107297688,500,1000
eurosat,physics8,SG-BSCM,50,5,0.6538030229482612,500,1000
eurosat,physics8,BSCM-uniform,50,5,0.029570117695,500,1000
eurosat,physics8,SRQFM-fid,50,5,0.6432232045877051,500,1000
eurosat,physics8,RBF-SVM,50,5,0.6395201641348691,500,1000
eurosat,physics8,RandomForest,50,5,0.5683329407371882,500,1000
eurosat,physics8,SG-BSCM,50,6,0.6386562263871054,500,1000
eurosat,physics8,BSCM-uniform,50,6,0.0330843469755793,500,1000
eurosat,physics8,SRQFM-fid,50,6,0.6274714339479204,500,1000
eurosat,physics8,RBF-SVM,50,6,0.6406968767121545,500,1000
eurosat,physics8,RandomForest,50,6,0.5592004450217745,500,1000
eurosat,physics8,SG-BSCM,50,7,0.6482774557488717,500,1000
eurosat,physics8,BSCM-uniform,50,7,0.027372760523216168,500,1000
eurosat,physics8,SRQFM-fid,50,7,0.6349942853739224,500,1000
eurosat,physics8,RBF-SVM,50,7,0.6491151058665036,500,1000
eurosat,physics8,RandomForest,50,7,0.5536186720725712,500,1000
eurosat,physics8,SG-BSCM,50,8,0.6587268805356693,500,1000
eurosat,physics8,BSCM-uniform,50,8,0.030643909230684475,500,1000
eurosat,physics8,SRQFM-fid,50,8,0.6383708127453358,500,1000
eurosat,physics8,RBF-SVM,50,8,0.6659840226611186,500,1000
eurosat,physics8,RandomForest,50,8,0.5651918309303726,500,1000
eurosat,physics8,SG-BSCM,50,9,0.645788403427464,500,1000
eurosat,physics8,BSCM-uniform,50,9,0.037049558581861895,500,1000
eurosat,physics8,SRQFM-fid,50,9,0.6475904893483098,500,1000
eurosat,physics8,RBF-SVM,50,9,0.6363792514573064,500,1000
eurosat,physics8,RandomForest,50,9,0.5611504314569133,500,1000
eurosat,physics8,SG-BSCM,50,10,0.6428006244281078,500,1000
eurosat,physics8,BSCM-uniform,50,10,0.03725537430123035,500,1000
eurosat,physics8,SRQFM-fid,50,10,0.6378874396824259,500,1000
eurosat,physics8,RBF-SVM,50,10,0.6429067894374103,500,1000
eurosat,physics8,RandomForest,50,10,0.5739296756259888,500,1000
eurosat,physics8,SG-BSCM,50,11,0.6327252333119191,500,1000
eurosat,physics8,BSCM-uniform,50,11,0.05563755522129303,500,1000
eurosat,physics8,SRQFM-fid,50,11,0.6157470403989831,500,1000
eurosat,physics8,RBF-SVM,50,11,0.6354495541540118,500,1000
eurosat,physics8,RandomForest,50,11,0.5371992247612172,500,1000
eurosat,physics8,SG-BSCM,50,12,0.6542503374484882,500,1000
eurosat,physics8,BSCM-uniform,50,12,0.01547179861682701,500,1000
eurosat,physics8,SRQFM-fid,50,12,0.6428486499621764,500,1000
eurosat,physics8,RBF-SVM,50,12,0.6577848965816994,500,1000
eurosat,physics8,RandomForest,50,12,0.549081253023472,500,1000
eurosat,physics8,SG-BSCM,50,13,0.634115298241368,500,1000
eurosat,physics8,BSCM-uniform,50,13,0.029046261014996966,500,1000
eurosat,physics8,SRQFM-fid,50,13,0.6367070334654678,500,1000
eurosat,physics8,RBF-SVM,50,13,0.6403590483303787,500,1000
eurosat,physics8,RandomForest,50,13,0.5545369710409639,500,1000
eurosat,physics8,SG-BSCM,50,14,0.6496752053377102,500,1000
eurosat,physics8,BSCM-uniform,50,14,0.0317888335275113,500,1000
eurosat,physics8,SRQFM-fid,50,14,0.6411030940742439,500,1000
eurosat,physics8,RBF-SVM,50,14,0.6456090918581517,500,1000
eurosat,physics8,RandomForest,50,14,0.5321747252411451,500,1000
eurosat,physics8,SG-BSCM,50,15,0.6461914495656522,500,1000
eurosat,physics8,BSCM-uniform,50,15,0.03050242649157865,500,1000
eurosat,physics8,SRQFM-fid,50,15,0.6389119941725812,500,1000
eurosat,physics8,RBF-SVM,50,15,0.6310591597595546,500,1000
eurosat,physics8,RandomForest,50,15,0.5615608835786501,500,1000
eurosat,physics8,SG-BSCM,50,16,0.6607493555242334,500,1000
eurosat,physics8,BSCM-uniform,50,16,0.03480509226663443,500,1000
eurosat,physics8,SRQFM-fid,50,16,0.6318393130028237,500,1000
eurosat,physics8,RBF-SVM,50,16,0.6499120133647536,500,1000
eurosat,physics8,RandomForest,50,16,0.5516913232795689,500,1000
eurosat,physics8,SG-BSCM,50,17,0.6575279375041229,500,1000
eurosat,physics8,BSCM-uniform,50,17,0.030197624209920386,500,1000
eurosat,physics8,SRQFM-fid,50,17,0.6553145768249404,500,1000
eurosat,physics8,RBF-SVM,50,17,0.6570280941344738,500,1000
eurosat,physics8,RandomForest,50,17,0.5626007342148028,500,1000
eurosat,physics8,SG-BSCM,50,18,0.653646591269673,500,1000
eurosat,physics8,BSCM-uniform,50,18,0.027307692307692304,500,1000
eurosat,physics8,SRQFM-fid,50,18,0.6482595731921098,500,1000
eurosat,physics8,RBF-SVM,50,18,0.6541882112639688,500,1000
eurosat,physics8,RandomForest,50,18,0.580114189812084,500,1000
eurosat,physics8,SG-BSCM,50,19,0.6375267376128585,500,1000
eurosat,physics8,BSCM-uniform,50,19,0.03131486678868941,500,1000
eurosat,physics8,SRQFM-fid,50,19,0.6299389200077217,500,1000
eurosat,physics8,RBF-SVM,50,19,0.6315663640524166,500,1000
eurosat,physics8,RandomForest,50,19,0.540503390876629,500,1000
eurosat,pca8,SG-BSCM,2,0,0.43509726566737206,20,1480
eurosat,pca8,BSCM-uniform,2,0,0.42728011862063325,20,1480
eurosat,pca8,SRQFM-fid,2,0,0.42505957600041544,20,1480
eurosat,pca8,RBF-SVM,2,0,0.3877095661976571,20,1480
eurosat,pca8,RandomForest,2,0,0.4216374376698746,20,1480
eurosat,pca8,SG-BSCM,2,1,0.34265043891039076,20,1480
eurosat,pca8,BSCM-uniform,2,1,0.34705239932813514,20,1480
eurosat,pca8,SRQFM-fid,2,1,0.34207097214096194,20,1480
eurosat,pca8,RBF-SVM,2,1,0.3366777410729189,20,1480
eurosat,pca8,RandomForest,2,1,0.3343121957298822,20,1480
eurosat,pca8,SG-BSCM,2,2,0.3854693668871613,20,1480
eurosat,pca8,BSCM-uniform,2,2,0.4023395018633792,20,1480
eurosat,pca8,SRQFM-fid,2,2,0.402295730211191,20,1480
eurosat,pca8,RBF-SVM,2,2,0.3567771049645178,20,1480
eurosat,pca8,RandomForest,2,2,0.394690878065575,20,1480
eurosat,pca8,SG-BSCM,2,3,0.41819180476722906,20,1480
eurosat,pca8,BSCM-uniform,2,3,0.42473780726721977,20,1480
eurosat,pca8,SRQFM-fid,2,3,0.41580423449358017,20,1480
eurosat,pca8,RBF-SVM,2,3,0.3959294666793808,20,1480
eurosat,pca8,RandomForest,2,3,0.43123996899268036,20,1480
eurosat,pca8,SG-BSCM,2,4,0.46139641184289043,20,1480
eurosat,pca8,BSCM-uniform,2,4,0.4465899653658069,20,1480
eurosat,pca8,SRQFM-fid,2,4,0.47017126352133093,20,1480
eurosat,pca8,RBF-SVM,2,4,0.41521935373794927,20,1480
eurosat,pca8,RandomForest,2,4,0.37490481288932304,20,1480
eurosat,pca8,SG-BSCM,2,5,0.44475029174775293,20,1480
eurosat,pca8,BSCM-uniform,2,5,0.4532104989798462,20,1480
eurosat,pca8,SRQFM-fid,2,5,0.4472062060730709,20,1480
eurosat,pca8,RBF-SVM,2,5,0.39823743268309897,20,1480
eurosat,pca8,RandomForest,2,5,0.35418985372361045,20,1480
eurosat,pca8,SG-BSCM,2,6,0.526819085534726,20,1480
eurosat,pca8,BSCM-uniform,2,6,0.5151201750683442,20,1480
eurosat,pca8,SRQFM-fid,2,6,0.5021849582144646,20,1480
eurosat,pca8,RBF-SVM,2,6,0.4373515669077471,20,1480
eurosat,pca8,RandomForest,2,6,0.4530076056903095,20,1480
eurosat,pca8,SG-BSCM,2,7,0.433574548233158,20,1480
eurosat,pca8,BSCM-uniform,2,7,0.436535552939947,20,1480
eurosat,pca8,SRQFM-fid,2,7,0.41326415617582946,20,1480
eurosat,pca8,RBF-SVM,2,7,0.40982177700820355,20,1480
eurosat,pca8,RandomForest,2,7,0.39386783699437283,20,1480
eurosat,pca8,SG-BSCM,2,8,0.45731779750691637,20,1480
eurosat,pca8,BSCM-uniform,2,8,0.45401421527602503,20,1480
eurosat,pca8,SRQFM-fid,2,8,0.45937777753680037,20,1480
eurosat,pca8,RBF-SVM,2,8,0.43647373966054603,20,1480
eurosat,pca8,RandomForest,2,8,0.42304047795594923,20,1480
eurosat,pca8,SG-BSCM,2,9,0.42776537688701977,20,1480
eurosat,pca8,BSCM-uniform,2,9,0.4178948530134569,20,1480
eurosat,pca8,SRQFM-fid,2,9,0.4072407935291615,20,1480
eurosat,pca8,RBF-SVM,2,9,0.3938240489544402,20,1480
eurosat,pca8,RandomForest,2,9,0.36914927165018524,20,1480
eurosat,pca8,SG-BSCM,2,10,0.5099011970093401,20,1480
eurosat,pca8,BSCM-uniform,2,10,0.5091744776763184,20,1480
eurosat,pca8,SRQFM-fid,2,10,0.5067593973403096,20,1480
eurosat,pca8,RBF-SVM,2,10,0.4400975214450683,20,1480
eurosat,pca8,RandomForest,2,10,0.42709267225221603,20,1480
eurosat,pca8,SG-BSCM,2,11,0.504498803023359,20,1480
eurosat,pca8,BSCM-uniform,2,11,0.4958656118636181,20,1480
eurosat,pca8,SRQFM-fid,2,11,0.49267768821080715,20,1480
eurosat,pca8,RBF-SVM,2,11,0.414113127632072,20,1480
eurosat,pca8,RandomForest,2,11,0.43025419593393127,20,1480
eurosat,pca8,SG-BSCM,2,12,0.4646628756687446,20,1480
eurosat,pca8,BSCM-uniform,2,12,0.4526596477257355,20,1480
eurosat,pca8,SRQFM-fid,2,12,0.4511317824764463,20,1480
eurosat,pca8,RBF-SVM,2,12,0.36915521867695844,20,1480
eurosat,pca8,RandomForest,2,12,0.3687596207195988,20,1480
eurosat,pca8,SG-BSCM,2,13,0.4028569878034605,20,1480
eurosat,pca8,BSCM-uniform,2,13,0.41039746269168476,20,1480
eurosat,pca8,SRQFM-fid,2,13,0.4010109938638299,20,1480
eurosat,pca8,RBF-SVM,2,13,0.38063626351252466,20,1480
eurosat,pca8,RandomForest,2,13,0.3522521094918715,20,1480
eurosat,pca8,SG-BSCM,2,14,0.5460039561751389,20,1480
eurosat,pca8,BSCM-uniform,2,14,0.5553242236410545,20,1480
eurosat,pca8,SRQFM-fid,2,14,0.530894593562411,20,1480
eurosat,pca8,RBF-SVM,2,14,0.5293626392839539,20,1480
eurosat,pca8,RandomForest,2,14,0.47604556279308713,20,1480
eurosat,pca8,SG-BSCM,2,15,0.4284806342293958,20,1480
eurosat,pca8,BSCM-uniform,2,15,0.4137677706100523,20,1480
eurosat,pca8,SRQFM-fid,2,15,0.3973191959105139,20,1480
eurosat,pca8,RBF-SVM,2,15,0.3937930224380838,20,1480
eurosat,pca8,RandomForest,2,15,0.4020044668039698,20,1480
eurosat,pca8,SG-BSCM,2,16,0.31922137800339445,20,1480
eurosat,pca8,BSCM-uniform,2,16,0.3161012820931062,20,1480
eurosat,pca8,SRQFM-fid,2,16,0.35108324184029893,20,1480
eurosat,pca8,RBF-SVM,2,16,0.31335307494565884,20,1480
eurosat,pca8,RandomForest,2,16,0.29745152225237415,20,1480
eurosat,pca8,SG-BSCM,2,17,0.5094438635684728,20,1480
eurosat,pca8,BSCM-uniform,2,17,0.515134976635461,20,1480
eurosat,pca8,SRQFM-fid,2,17,0.5154677914390696,20,1480
eurosat,pca8,RBF-SVM,2,17,0.49462914386145024,20,1480
eurosat,pca8,RandomForest,2,17,0.42855388996146954,20,1480
eurosat,pca8,SG-BSCM,2,18,0.4614935832304285,20,1480
eurosat,pca8,BSCM-uniform,2,18,0.44868572606672996,20,1480
eurosat,pca8,SRQFM-fid,2,18,0.4575244495822183,20,1480
eurosat,pca8,RBF-SVM,2,18,0.43249689318772555,20,1480
eurosat,pca8,RandomForest,2,18,0.3967049215372878,20,1480
eurosat,pca8,SG-BSCM,2,19,0.45114334325489114,20,1480
eurosat,pca8,BSCM-uniform,2,19,0.45807472198311744,20,1480
eurosat,pca8,SRQFM-fid,2,19,0.4258158274378528,20,1480
eurosat,pca8,RBF-SVM,2,19,0.41757349400189936,20,1480
eurosat,pca8,RandomForest,2,19,0.3750595586150312,20,1480
eurosat,pca8,SG-BSCM,5,0,0.5162095626383816,50,1450
eurosat,pca8,BSCM-uniform,5,0,0.5289423806613874,50,1450
eurosat,pca8,SRQFM-fid,5,0,0.5017199637115473,50,1450
eurosat,pca8,RBF-SVM,5,0,0.5145615290151151,50,1450
eurosat,pca8,RandomForest,5,0,0.5245527947923081,50,1450
eurosat,pca8,SG-BSCM,5,1,0.5441526016336555,50,1450
eurosat,pca8,BSCM-uniform,5,1,0.5375251667057016,50,1450
eurosat,pca8,SRQFM-fid,5,1,0.5437672921577911,50,1450
eurosat,pca8,RBF-SVM,5,1,0.5115559093698037,50,1450
eurosat,pca8,RandomForest,5,1,0.4898687888130211,50,1450
eurosat,pca8,SG-BSCM,5,2,0.6109838292947215,50,1450
eurosat,pca8,BSCM-uniform,5,2,0.5580519965451176,50,1450
eurosat,pca8,SRQFM-fid,5,2,0.5531674005801689,50,1450
eurosat,pca8,RBF-SVM,5,2,0.5506473241247085,50,1450
eurosat,pca8,RandomForest,5,2,0.5369384425179697,50,1450
eurosat,pca8,SG-BSCM,5,3,0.5441495815029078,50,1450
eurosat,pca8,BSCM-uniform,5,3,0.54230527260138,50,1450
eurosat,pca8,SRQFM-fid,5,3,0.5256073197702925,50,1450
eurosat,pca8,RBF-SVM,5,3,0.5784689612149044,50,1450
eurosat,pca8,RandomForest,5,3,0.5590967248912692,50,1450
eurosat,pca8,SG-BSCM,5,4,0.5363615518918123,50,1450
eurosat,pca8,BSCM-uniform,5,4,0.5354375934409709,50,1450
eurosat,pca8,SRQFM-fid,5,4,0.5284038896255292,50,1450
eurosat,pca8,RBF-SVM,5,4,0.5479042899267103,50,1450
eurosat,pca8,RandomForest,5,4,0.4953624755597875,50,1450
eurosat,pca8,SG-BSCM,5,5,0.532483864297157,50,1450
eurosat,pca8,BSCM-uniform,5,5,0.5149305505992385,50,1450
eurosat,pca8,SRQFM-fid,5,5,0.5168689192638026,50,1450
eurosat,pca8,RBF-SVM,5,5,0.49531468102049797,50,1450
eurosat,pca8,RandomForest,5,5,0.4892090977189582,50,1450
eurosat,pca8,SG-BSCM,5,6,0.5934330356984857,50,1450
eurosat,pca8,BSCM-uniform,5,6,0.582591467853264,50,1450
eurosat,pca8,SRQFM-fid,5,6,0.5632875871882994,50,1450
eurosat,pca8,RBF-SVM,5,6,0.559961220725065,50,1450
eurosat,pca8,RandomForest,5,6,0.5306027382201413,50,1450
eurosat,pca8,SG-BSCM,5,7,0.5578783286015312,50,1450
eurosat,pca8,BSCM-uniform,5,7,0.5728902778878521,50,1450
eurosat,pca8,SRQFM-fid,5,7,0.5445410535085918,50,1450
eurosat,pca8,RBF-SVM,5,7,0.5651100675475362,50,1450
eurosat,pca8,RandomForest,5,7,0.5309185101483092,50,1450
eurosat,pca8,SG-BSCM,5,8,0.4822975584627473,50,1450
eurosat,pca8,BSCM-uniform,5,8,0.4778340271350041,50,1450
eurosat,pca8,SRQFM-fid,5,8,0.4784912722479392,50,1450
eurosat,pca8,RBF-SVM,5,8,0.44465460344801483,50,1450
eurosat,pca8,RandomForest,5,8,0.47128312618713286,50,1450
eurosat,pca8,SG-BSCM,5,9,0.5055086019949657,50,1450
eurosat,pca8,BSCM-uniform,5,9,0.5158704927249423,50,1450
eurosat,pca8,SRQFM-fid,5,9,0.49733312585243583,50,1450
eurosat,pca8,RBF-SVM,5,9,0.49031805835355513,50,1450
eurosat,pca8,RandomForest,5,9,0.4898850882050896,50,1450
eurosat,pca8,SG-BSCM,5,10,0.5618633057561011,50,1450
eurosat,pca8,BSCM-uniform,5,10,0.5110351495881104,50,1450
eurosat,pca8,SRQFM-fid,5,10,0.5236740905028789,50,1450
eurosat,pca8,RBF-SVM,5,10,0.5203508939259527,50,1450
eurosat,pca8,RandomForest,5,10,0.5341131899953673,50,1450
eurosat,pca8,SG-BSCM,5,11,0.4947545959928382,50,1450
eurosat,pca8,BSCM-uniform,5,11,0.4917792863208007,50,1450
eurosat,pca8,SRQFM-fid,5,11,0.4756774874880195,50,1450
eurosat,pca8,RBF-SVM,5,11,0.4451326514192327,50,1450
eurosat,pca8,RandomForest,5,11,0.48811071908263726,50,1450
eurosat,pca8,SG-BSCM,5,12,0.4430704137720805,50,1450
eurosat,pca8,BSCM-uniform,5,12,0.4366636633466089,50,1450
eurosat,pca8,SRQFM-fid,5,12,0.4606542479292731,50,1450
eurosat,pca8,RBF-SVM,5,12,0.460054940036193,50,1450
eurosat,pca8,RandomForest,5,12,0.46554859517306635,50,1450
eurosat,pca8,SG-BSCM,5,13,0.5762660714506269,50,1450
eurosat,pca8,BSCM-uniform,5,13,0.5390314389476343,50,1450
eurosat,pca8,SRQFM-fid,5,13,0.5449650991115613,50,1450
eurosat,pca8,RBF-SVM,5,13,0.5495473014604807,50,1450
eurosat,pca8,RandomForest,5,13,0.5343415739675501,50,1450
eurosat,pca8,SG-BSCM,5,14,0.563302458652152,50,1450
eurosat,pca8,BSCM-uniform,5,14,0.5283133188490415,50,1450
eurosat,pca8,SRQFM-fid,5,14,0.5289615260214742,50,1450
eurosat,pca8,RBF-SVM,5,14,0.5380992765954143,50,1450
eurosat,pca8,RandomForest,5,14,0.5046062707985608,50,1450
eurosat,pca8,SG-BSCM,5,15,0.5800238016968348,50,1450
eurosat,pca8,BSCM-uniform,5,15,0.5783891097906599,50,1450
eurosat,pca8,SRQFM-fid,5,15,0.5685890738405749,50,1450
eurosat,pca8,RBF-SVM,5,15,0.535395192700116,50,1450
eurosat,pca8,RandomForest,5,15,0.5531740408449752,50,1450
eurosat,pca8,SG-BSCM,5,16,0.5573207407476704,50,1450
eurosat,pca8,BSCM-uniform,5,16,0.5605211412137417,50,1450
eurosat,pca8,SRQFM-fid,5,16,0.5642681109052153,50,1450
eurosat,pca8,RBF-SVM,5,16,0.5305350936544758,50,1450
eurosat,pca8,RandomForest,5,16,0.5265215008707784,50,1450
eurosat,pca8,SG-BSCM,5,17,0.5696506266236676,50,1450
eurosat,pca8,BSCM-uniform,5,17,0.5510737198315119,50,1450
eurosat,pca8,SRQFM-fid,5,17,0.5422856404085468,50,1450
eurosat,pca8,RBF-SVM,5,17,0.5323374088955012,50,1450
eurosat,pca8,RandomForest,5,17,0.5368132788917854,50,1450
eurosat,pca8,SG-BSCM,5,18,0.5890752069466976,50,1450
eurosat,pca8,BSCM-uniform,5,18,0.5660113355131389,50,1450
eurosat,pca8,SRQFM-fid,5,18,0.5552425790829278,50,1450
eurosat,pca8,RBF-SVM,5,18,0.5656931130259124,50,1450
eurosat,pca8,RandomForest,5,18,0.5480937173018169,50,1450
eurosat,pca8,SG-BSCM,5,19,0.5718216411702665,50,1450
eurosat,pca8,BSCM-uniform,5,19,0.5423718529503032,50,1450
eurosat,pca8,SRQFM-fid,5,19,0.522717675700276,50,1450
eurosat,pca8,RBF-SVM,5,19,0.5130275366156816,50,1450
eurosat,pca8,RandomForest,5,19,0.5391078474193718,50,1450
eurosat,pca8,SG-BSCM,10,0,0.5744605669047089,100,1400
eurosat,pca8,BSCM-uniform,10,0,0.5860579455396753,100,1400
eurosat,pca8,SRQFM-fid,10,0,0.5565838428110121,100,1400
eurosat,pca8,RBF-SVM,10,0,0.5785371589464411,100,1400
eurosat,pca8,RandomForest,10,0,0.5487385594477068,100,1400
eurosat,pca8,SG-BSCM,10,1,0.5952845793792585,100,1400
eurosat,pca8,BSCM-uniform,10,1,0.5552794978729816,100,1400
eurosat,pca8,SRQFM-fid,10,1,0.5698883933286399,100,1400
eurosat,pca8,RBF-SVM,10,1,0.5768180602708127,100,1400
eurosat,pca8,RandomForest,10,1,0.5670943755836546,100,1400
eurosat,pca8,SG-BSCM,10,2,0.6390446639264302,100,1400
eurosat,pca8,BSCM-uniform,10,2,0.6194033595784234,100,1400
eurosat,pca8,SRQFM-fid,10,2,0.6131385644946976,100,1400
eurosat,pca8,RBF-SVM,10,2,0.622347853201274,100,1400
eurosat,pca8,RandomForest,10,2,0.594948003318266,100,1400
eurosat,pca8,SG-BSCM,10,3,0.5998516711474328,100,1400
eurosat,pca8,BSCM-uniform,10,3,0.600195816008218,100,1400
eurosat,pca8,SRQFM-fid,10,3,0.6095728289453973,100,1400
eurosat,pca8,RBF-SVM,10,3,0.5703170430553017,100,1400
eurosat,pca8,RandomForest,10,3,0.5602452810337779,100,1400
eurosat,pca8,SG-BSCM,10,4,0.5694936120410733,100,1400
eurosat,pca8,BSCM-uniform,10,4,0.5781871792459126,100,1400
eurosat,pca8,SRQFM-fid,10,4,0.5755593484096194,100,1400
eurosat,pca8,RBF-SVM,10,4,0.568824105767341,100,1400
eurosat,pca8,RandomForest,10,4,0.5614639403321922,100,1400
eurosat,pca8,SG-BSCM,10,5,0.5949383990968076,100,1400
eurosat,pca8,BSCM-uniform,10,5,0.598186185887626,100,1400
eurosat,pca8,SRQFM-fid,10,5,0.5941367032050527,100,1400
eurosat,pca8,RBF-SVM,10,5,0.5666069627357321,100,1400
eurosat,pca8,RandomForest,10,5,0.552559863197296,100,1400
eurosat,pca8,SG-BSCM,10,6,0.6380426547064024,100,1400
eurosat,pca8,BSCM-uniform,10,6,0.6268370168583,100,1400
eurosat,pca8,SRQFM-fid,10,6,0.6291975083196938,100,1400
eurosat,pca8,RBF-SVM,10,6,0.6010263928331239,100,1400
eurosat,pca8,RandomForest,10,6,0.5880994125028793,100,1400
eurosat,pca8,SG-BSCM,10,7,0.6306848539149061,100,1400
eurosat,pca8,BSCM-uniform,10,7,0.6124961230945206,100,1400
eurosat,pca8,SRQFM-fid,10,7,0.5881726920061824,100,1400
eurosat,pca8,RBF-SVM,10,7,0.610356513741364,100,1400
eurosat,pca8,RandomForest,10,7,0.6015558295101764,100,1400
eurosat,pca8,SG-BSCM,10,8,0.5951216868016622,100,1400
eurosat,pca8,BSCM-uniform,10,8,0.5944091523051719,100,1400
eurosat,pca8,SRQFM-fid,10,8,0.5873621574921538,100,1400
eurosat,pca8,RBF-SVM,10,8,0.5915987532800433,100,1400
eurosat,pca8,RandomForest,10,8,0.5879130340483846,100,1400
eurosat,pca8,SG-BSCM,10,9,0.5989589676725321,100,1400
eurosat,pca8,BSCM-uniform,10,9,0.5919890933522594,100,1400
eurosat,pca8,SRQFM-fid,10,9,0.5718298514326141,100,1400
eurosat,pca8,RBF-SVM,10,9,0.6020776973691639,100,1400
eurosat,pca8,RandomForest,10,9,0.5942508586710304,100,1400
eurosat,pca8,SG-BSCM,10,10,0.6382974036927687,100,1400
eurosat,pca8,BSCM-uniform,10,10,0.6210755501085361,100,1400
eurosat,pca8,SRQFM-fid,10,10,0.6143594352843968,100,1400
eurosat,pca8,RBF-SVM,10,10,0.6068694672579399,100,1400
eurosat,pca8,RandomForest,10,10,0.6025898158783328,100,1400
eurosat,pca8,SG-BSCM,10,11,0.6232192290265723,100,1400
eurosat,pca8,BSCM-uniform,10,11,0.6182692477271498,100,1400
eurosat,pca8,SRQFM-fid,10,11,0.6023445683945787,100,1400
eurosat,pca8,RBF-SVM,10,11,0.6167438777893334,100,1400
eurosat,pca8,RandomForest,10,11,0.5998462349967986,100,1400
eurosat,pca8,SG-BSCM,10,12,0.5712684291369607,100,1400
eurosat,pca8,BSCM-uniform,10,12,0.5872271377740297,100,1400
eurosat,pca8,SRQFM-fid,10,12,0.5848679539892943,100,1400
eurosat,pca8,RBF-SVM,10,12,0.5996075276220585,100,1400
eurosat,pca8,RandomForest,10,12,0.570811987239114,100,1400
eurosat,pca8,SG-BSCM,10,13,0.6275954987570096,100,1400
eurosat,pca8,BSCM-uniform,10,13,0.5890779961844712,100,1400
eurosat,pca8,SRQFM-fid,10,13,0.5991653728019971,100,1400
eurosat,pca8,RBF-SVM,10,13,0.5999211370283668,100,1400
eurosat,pca8,RandomForest,10,13,0.5619699646291891,100,1400
eurosat,pca8,SG-BSCM,10,14,0.6255629371112731,100,1400
eurosat,pca8,BSCM-uniform,10,14,0.6177312934601342,100,1400
eurosat,pca8,SRQFM-fid,10,14,0.6156558774473213,100,1400
eurosat,pca8,RBF-SVM,10,14,0.5898066364228802,100,1400
eurosat,pca8,RandomForest,10,14,0.5846776530146728,100,1400
eurosat,pca8,SG-BSCM,10,15,0.6238649719616195,100,1400
eurosat,pca8,BSCM-uniform,10,15,0.6273984971214476,100,1400
eurosat,pca8,SRQFM-fid,10,15,0.6175262662344606,100,1400
eurosat,pca8,RBF-SVM,10,15,0.5688314616514926,100,1400
eurosat,pca8,RandomForest,10,15,0.5971418957621859,100,1400
eurosat,pca8,SG-BSCM,10,16,0.626014008885969,100,1400
eurosat,pca8,BSCM-uniform,10,16,0.6465039244226005,100,1400
eurosat,pca8,SRQFM-fid,10,16,0.6126040553759677,100,1400
eurosat,pca8,RBF-SVM,10,16,0.6403736990688114,100,1400
eurosat,pca8,RandomForest,10,16,0.6156107899731673,100,1400
eurosat,pca8,SG-BSCM,10,17,0.6228527408329735,100,1400
eurosat,pca8,BSCM-uniform,10,17,0.6294871049211955,100,1400
eurosat,pca8,SRQFM-fid,10,17,0.612013296649635,100,1400
eurosat,pca8,RBF-SVM,10,17,0.5999652494426848,100,1400
eurosat,pca8,RandomForest,10,17,0.5730571031714528,100,1400
eurosat,pca8,SG-BSCM,10,18,0.604467801733046,100,1400
eurosat,pca8,BSCM-uniform,10,18,0.6134421975256489,100,1400
